167
# x y z
0	0	0
30	0	0
10	0	0
20	0	0
40	0	0
50	0	0
60	0	0
70	0	0
80	0	0
90	0	0
100	0	0
110	0	0
120	0	0
130	0	0
140	0	0
160	0	0
190	0	0
170	0	0
180	0	0
200	0	0
210	0	0
220	0	0
230	0	0
240	0	0
250	0	0
260	0	0
270	0	0
280	0	0
290	0	0
300	0	0
310	0	0
320	0	0
330	0	0
340	0	0
350	0	0
360	0	0
370	0	0
380	0	0
390	0	0
400	0	0
410	0	0
420	0	0
430	0	0
440	0	0
450	0	0
460	0	0
470	0	0
480	0	0
490	0	0
500	0	0
510	0	0
520	0	0
530	0	0
540	0	0
550	0	0
560	0	0
570	0	0
580	0	0
590	0	0
600	0	0
610	0	0
620	0	0
630	0	0
640	0	0
650	0	0
660	0	0
670	0	0
680	0	0
690	0	0
700	0	0
710	0	0
720	0	0
730	0	0
740	0	0
750	0	0
760	0	0
770	0	0
780	0	0
790	0	0
800	0	0
810	0	0
820	0	0
830	0	0
840	0	0
850	0	0
860	0	0
870	0	0
880	0	0
890	0	0
900	0	0
910	0	0
920	0	0
930	0	0
940	0	0
950	0	0
960	0	0
970	0	0
980	0	0
990	0	0
1000	0	0
1010	0	0
1020	0	0
1030	0	0
1040	0	0
1050	0	0
1060	0	0
1070	0	0
1080	0	0
1090	0	0
1100	0	0
1110	0	0
1120	0	0
1130	0	0
1140	0	0
1150	0	0
1160	0	0
1170	0	0
1180	0	0
1190	0	0
1200	0	0
1210	0	0
1220	0	0
1230	0	0
1240	0	0
1250	0	0
1260	0	0
1270	0	0
1280	0	0
1290	0	0
1300	0	0
1310	0	0
1320	0	0
1330	0	0
1340	0	0
1350	0	0
1360	0	0
1370	0	0
1380	0	0
1390	0	0
1400	0	0
1410	0	0
1420	0	0
1430	0	0
1440	0	0
1450	0	0
1460	0	0
1470	0	0
1480	0	0
1490	0	0
1500	0	0
1510	0	0
1520	0	0
1530	0	0
1540	0	0
1550	0	0
1560	0	0
1570	0	0
1580	0	0
1590	0	0
1600	0	0
1610	0	0
1620	0	0
1630	0	0
1640	0	0
1650	0	0
1660	0	0
1670	0	0
3733
# a b m n rhoa k err ip iperr response residual
1	2	3	4	4.74900000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	4.55291974507410e+01	1.40551133976219e+00
3	5	4	2	5.24700000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	5.16102831160982e+01	5.50687995668590e-01
4	6	2	5	5.74600000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	5.93401908929941e+01	-1.07325927475192e+00
2	7	5	6	7.73300000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	7.52004216812258e+01	9.30838007258750e-01
5	8	6	7	9.13500000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	8.76785186125974e+01	1.36737850508538e+00
6	9	7	8	1.05360000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.00198441969527e+02	1.67434727038218e+00
7	10	8	9	1.09560000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.09426986304863e+02	4.04936426403602e-02
8	11	9	10	8.30400000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	8.65891048270616e+01	-1.39505259749875e+00
9	12	10	11	9.62500000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	9.22981224065248e+01	1.39750580523890e+00
10	13	11	12	8.17100000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	8.07369570760095e+01	3.99332220616581e-01
11	14	12	13	6.71700000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	6.78429991677046e+01	-3.32316021909188e-01
12	15	13	14	5.26100000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	5.45086202890889e+01	-1.18175479536184e+00
16	17	18	19	4.70500000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	4.67837622386386e+01	1.89156134181045e-01
18	20	19	17	6.71400000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	6.21874229275967e+01	2.55424053296916e+00
19	21	17	20	8.72200000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	8.73870424747195e+01	-6.37784605984552e-02
17	22	20	21	9.66800000000000e+01	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.08343182301562e+02	-3.79657490822790e+00
20	23	21	22	1.37270000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.39723350960058e+02	-5.90487126108119e-01
21	24	22	23	1.77860000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.63250703185977e+02	2.85698828020993e+00
22	25	23	24	1.75810000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.75020147573869e+02	1.50092338816007e-01
23	26	24	25	1.69770000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.77525369953884e+02	-1.48896493990538e+00
24	27	25	26	1.61030000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.53383174074571e+02	1.62171622397365e+00
25	28	26	27	1.61710000000000e+02	6.28318530717959e+01	3.00000000000000e-02	0.00000000000000e+00	0.00000000000000e+00	1.52506131481420e+02	1.95332686383673e+00
